agreement_id,consultation_id,mechanism_type,consultation_forum,consultation_forum_other,consultation_agreement_forum,c_consultation_forum,party_consultation_referral,party_consultation_referral_third_party,c_party_consultation_referral,consultation_category,consultation_type,consultation_type_other,c_consultation_mechanism_type
140206,A,0,0,N/A,Standing Consutative Commission,"Ibid. Standing Consultative Commission Documents of September 26, 1997. Article VIII. The Standing Consultative Commission, hereinafter referred to as the Commission, shall function in the manner provided for by the Treaty and the Memorandum of Understanding Between the Government of the United States of America and the Government of the Union of Soviet Socialist Republics Regarding the Establishment of a Standing Consultative Commission of December 21, 1972, as well as by the Regulations of the Commission, which shall reflect the multilateral character of the Treaty and the equal legal status of the Parties in reaching decisions in the Commission. Treaty > Ibid. Article VI. To promote the objectives and implementation of the provisions of this Interim Agreement, the Parties shall use the Standing Consultative Commission established under Article XIII of theTreaty on the Limitation of AntiBallistic Missile Systems in accordance with the provisions of that Article. ABM article XIII. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall establish promptly a Standing Consultative Commission, within the framework of which they will.(a) consider questions concerning compliance with the obligations assumed and related situations which may be considered ambiguous.(b) provide on a voluntary basis such information as either Party considers necessary to assure confidence in compliance with the obligations assumed.(c) consider questions involving unintended interference with national technical means of verification.(d) consider possible changes in the strategic situation which have a bearing on the provisions of this Treaty.(e) agree upon procedures and dates for destruction or dismantling of ABM systems or their components in cases provided for by the provisions of this Treaty.(f) consider, as appropriate, possible proposals for further increasing the viability of this Treaty. including proposals for amendments in accordance with the provisions of this Treaty.(g) consider, as appropriate, proposals for further measures aimed at limiting strategic arms.",0,N/A,N/A,1,0,N/A,"Ibid. Standing Consultative Commission Documents of September 26, 1997. Article VIII. The Standing Consultative Commission, hereinafter referred to as the Commission, shall function in the manner provided for by the Treaty and the Memorandum of Understanding Between the Government of the United States of America and the Government of the Union of Soviet Socialist Republics Regarding the Establishment of a Standing Consultative Commission of December 21, 1972, as well as by the Regulations of the Commission, which shall reflect the multilateral character of the Treaty and the equal legal status of the Parties in reaching decisions in the Commission. Treaty > Ibid. Article VI. To promote the objectives and implementation of the provisions of this Interim Agreement, the Parties shall use the Standing Consultative Commission established under Article XIII of theTreaty on the Limitation of AntiBallistic Missile Systems in accordance with the provisions of that Article. ABM article XIII. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall establish promptly a Standing Consultative Commission, within the framework of which they will.(a) consider questions concerning compliance with the obligations assumed and related situations which may be considered ambiguous.(b) provide on a voluntary basis such information as either Party considers necessary to assure confidence in compliance with the obligations assumed.(c) consider questions involving unintended interference with national technical means of verification.(d) consider possible changes in the strategic situation which have a bearing on the provisions of this Treaty.(e) agree upon procedures and dates for destruction or dismantling of ABM systems or their components in cases provided for by the provisions of this Treaty.(f) consider, as appropriate, possible proposals for further increasing the viability of this Treaty. including proposals for amendments in accordance with the provisions of this Treaty.(g) consider, as appropriate, proposals for further measures aimed at limiting strategic arms."
1403,A,0,0,N/A,Standing Consutative Commission,"Article II.3. The criteria the Parties shall use to make casebycase determinations of which types of bombers in the future can carry out the mission of a heavy bomber in a manner similar or superior to that of current heavy bombers, as referred to in subparagraph 3(b) of Article II of the Treaty, shall be agreed upon in the Standing Consultative Commission.",0,N/A,N/A,0,4,N/A,"Article II.3. The criteria the Parties shall use to make casebycase determinations of which types of bombers in the future can carry out the mission of a heavy bomber in a manner similar or superior to that of current heavy bombers, as referred to in subparagraph 3(b) of Article II of the Treaty, shall be agreed upon in the Standing Consultative Commission."
1403,B,0,0,N/A,Standing Consutative Commission,"Ibid. Article XVII.1. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall use the Standing Consultative Commission established by the Memorandum of Understanding Between the Government of the United States of America and the Government of the Union of Soviet Socialist Republics Regarding the Establishment of a Standing Consultative Commission of December 21, 1972.",0,N/A,N/A,0,0,N/A,"Ibid. Article XVII.1. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall use the Standing Consultative Commission established by the Memorandum of Understanding Between the Government of the United States of America and the Government of the Union of Soviet Socialist Republics Regarding the Establishment of a Standing Consultative Commission of December 21, 1972."
150,A,0,1,N/A,N/A,"ibid. Article IV. If at any time relations between the Parties or between either Party and other countries appear to involve the risk of a nuclear conflict, or if relations between countries not parties to this Agreement appear to involve the risk of nuclear war between the United States of America and the Union of Soviet Socialist Republics or between either Party and other countries, the United States and the Soviet Union, acting in accordance with the provisions of this Agreement, shall immediately enter into urgent consultations with each other and make every effort to avert this risk.",0,N/A,N/A,1,9,Avert the risk of nuclear conflict or war(dispute) consultation,"ibid. Article IV. If at any time relations between the Parties or between either Party and other countries appear to involve the risk of a nuclear conflict, or if relations between countries not parties to this Agreement appear to involve the risk of nuclear war between the United States of America and the Union of Soviet Socialist Republics or between either Party and other countries, the United States and the Soviet Union, acting in accordance with the provisions of this Agreement, shall immediately enter into urgent consultations with each other and make every effort to avert this risk."
160,A,0,0,N/A,Bilateral Consultative Commission,"Ibid. Section XI.1. For the purposes of implementation of the Treaty and this Protocol, the Parties shall, immediately following entry into force of the Treaty, establish a Bilateral Consultative Commission, within the framework of which they shall meet, at the request of either Party, to.(a) consider any questions relating to implementation of the Treaty and this Protocol.",0,N/A,N/A,0,0,N/A,"Ibid. Section XI.1. For the purposes of implementation of the Treaty and this Protocol, the Parties shall, immediately following entry into force of the Treaty, establish a Bilateral Consultative Commission, within the framework of which they shall meet, at the request of either Party, to.(a) consider any questions relating to implementation of the Treaty and this Protocol."
160,B,0,0,N/A,Bilateral Consultative Commission,"Ibid. Section XI.1. For the purposes of implementation of the Treaty and this Protocol, the Parties shall, immediately following entry into force of the Treaty, establish a Bilateral Consultative Commission, within the framework of which they shall meet, at the request of either Party, to.(b) consider any suggestions for amendments to the Treaty or this Protocol.",0,N/A,N/A,0,2,N/A,"Ibid. Section XI.1. For the purposes of implementation of the Treaty and this Protocol, the Parties shall, immediately following entry into force of the Treaty, establish a Bilateral Consultative Commission, within the framework of which they shall meet, at the request of either Party, to.(b) consider any suggestions for amendments to the Treaty or this Protocol."
160,C,0,0,N/A,Bilateral Consultative Commission,"Ibid. Section XI.1. For the purposes of implementation of the Treaty and this Protocol, the Parties shall, immediately following entry into force of the Treaty, establish a Bilateral Consultative Commission, within the framework of which they shall meet, at the request of either Party, to.(e) consider any new verification technologies having a bearing on the Treaty or this Protocol.",0,N/A,N/A,0,4,N/A,"Ibid. Section XI.1. For the purposes of implementation of the Treaty and this Protocol, the Parties shall, immediately following entry into force of the Treaty, establish a Bilateral Consultative Commission, within the framework of which they shall meet, at the request of either Party, to.(e) consider any new verification technologies having a bearing on the Treaty or this Protocol."
170,A,0,0,N/A,Joint Consultative Commission Meeting,"Ibid. treaty. Article V. Joint Consultative Commission was established to provide the objectives and implementation of the provisions of this Treaty… consult with each other, make inquiries and furnish information in response to such inquiries, to assure confidence in compliance with the obligations assumed … consider changes in technology or other new circumstances which have a bearing on the provisions of this Treaty Joint Consultative Commission was established to provide the objectives and implementation of the provisions of this Treaty… consult with each other, make inquiries and furnish information in response to such inquiries, to assure confidence in compliance with the obligations assumed … consider changes in technology or other new circumstances which have a bearing on the provisions of this Treaty. ",0,N/A,N/A,0,0,N/A,"Ibid. treaty. Article V.1. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall establish promptly a Joint Consultative Commission within the framework of which they will.(a) consult with each other, make inquiries and furnish information in response to such inquiries, to assure confidence in compliance with the obligations assumed.(b) consider questions concerning compliance with the obligations assumed and related situations which may be considered ambiguous.(c) consider questions involving unintended interference with the means for assuring compliance with the provisions of this Treaty.(d) consider changes in technology or other new circumstances which have a bearing on the provisions of this Treaty. and(e) consider possible amendments to provisions governing underground nuclear explosions for peaceful purposes."
170,B,0,0,N/A,Joint Consultative Commission Meeting,"Ibid. treaty. Article V.1. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall establish promptly a Joint Consultative Commission within the framework of which they will.(d) consider changes in technology or other new circumstances which have a bearing on the provisions of this Treaty",0,N/A,N/A,0,4,N/A,"Ibid. treaty. Article V.1. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall establish promptly a Joint Consultative Commission within the framework of which they will.(d) consider changes in technology or other new circumstances which have a bearing on the provisions of this Treaty"
170,C,0,0,N/A,Joint Consultative Commission Meeting,"Ibid. treaty. Article V.1.b. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall establish promptly a Joint Consultative Commission within the framework of which they will.(b) consider questions concerning compliance with the obligations assumed and related situations which may be considered ambiguous.",0,N/A,N/A,1,8,N/A,"Ibid. treaty. Article V.1.b. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall establish promptly a Joint Consultative Commission within the framework of which they will.(b) consider questions concerning compliance with the obligations assumed and related situations which may be considered ambiguous."
170,D,0,0,N/A,Joint Consultative Commission Meeting,"Ibid. treaty. Article V. 1.e. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall establish promptly a Joint Consultative Commission within the framework of which they will.(e) consider possible amendments to provisions governing underground nuclear explosions for peaceful purposes.",0,N/A,N/A,0,2,N/A,"Ibid. treaty. Article V. 1.e. To promote the objectives and implementation of the provisions of this Treaty, the Parties shall establish promptly a Joint Consultative Commission within the framework of which they will.(e) consider possible amendments to provisions governing underground nuclear explosions for peaceful purposes."
180,A,0,1,N/A,N/A,"Ibid. Article V.1. The States Parties to this Convention undertake to consult one another and to cooperate in solving any problems which may arise in relation to the objectives of, or in the application of the provisions of, the Convention. Consultation and cooperation pursuant to this article may also be undertaken through appropriate international procedures within the framework of the United Nations and in accordance with its Charter. These international procedures may include the services of appropriate international organizations, as well as of a Consultative Committee of Experts as provided for in paragraph 2 of this article.",1,N/A,N/A,0,0,N/A,"Ibid. Article V.1. The States Parties to this Convention undertake to consult one another and to cooperate in solving any problems which may arise in relation to the objectives of, or in the application of the provisions of, the Convention. Consultation and cooperation pursuant to this article may also be undertaken through appropriate international procedures within the framework of the United Nations and in accordance with its Charter. These international procedures may include the services of appropriate international organizations, as well as of a Consultative Committee of Experts as provided for in paragraph 2 of this article."
180,B,0,0,N/A,Conference of States Parties,"Ibid. Article VIII.1. Five years after the entry into force of this Convention, a conference of the States Parties to the Convention shall be convened by the Depositary at Geneva, Switzerland. The conference shall review the operation of the Convention with a view to ensuring that its purposes and provisions are being realized, and shall in particular examine the effectiveness of the provisions of paragraph 1 of Article I in eliminating the dangers of military or any other hostile use of environmental modification techniques.",0,N/A,N/A,0,1,N/A,"Ibid. Article VIII.1. Five years after the entry into force of this Convention, a conference of the States Parties to the Convention shall be convened by the Depositary at Geneva, Switzerland. The conference shall review the operation of the Convention with a view to ensuring that its purposes and provisions are being realized, and shall in particular examine the effectiveness of the provisions of paragraph 1 of Article I in eliminating the dangers of military or any other hostile use of environmental modification techniques."
185,A,0,0,N/A,N/A,"Article IX: ""The Parties shall consult with each other concerning situations of common interest arising in the international arena with regard to the application of nuclear energy for peaceful purposes, so as to agree on their positions whenever this is advisable"".",0,N/A,N/A,0,0,N/A,"Article IX: ""The Parties shall consult with each other concerning situations of common interest arising in the international arena with regard to the application of nuclear energy for peaceful purposes, so as to agree on their positions whenever this is advisable""."
190005,A,0,0,N/A,Conference of High Contracting Parties,"Ibid. Article 13.1. The High Contracting Parties undertake to consult and cooperate with each other on all issues related to the operation of this Protocol. For this purpose, a conference of High Contracting Parties shall be held annually. Article 13.3. The work of the conference shall include. (a) Review of the operation and status of this Protocol. (b) Consideration of matters arising from reports by High Contracting Parties accord ing to paragraph 4 of this Article. (c) Preparation for review conferences. and (d) Consideration of the development of technologies to protect civilians against indiscriminate effects of mines.",0,N/A,N/A,0,1,N/A,"Ibid. Article 13.1. The High Contracting Parties undertake to consult and cooperate with each other on all issues related to the operation of this Protocol. For this purpose, a conference of High Contracting Parties shall be held annually. Article 13.3. The work of the conference shall include. (a) Review of the operation and status of this Protocol. (b) Consideration of matters arising from reports by High Contracting Parties accord ing to paragraph 4 of this Article. (c) Preparation for review conferences. and (d) Consideration of the development of technologies to protect civilians against indiscriminate effects of mines."
190005,B,0,3,"Bilaterally, through the Secretary-general of the United Nations or through other appropriate international procedures",N/A,"Ibid. Article 14. 4. The High Contracting Parties undertake to consult each other and to cooperate with each other bilaterally, through the SecretaryGeneral of the United Nations or through other appropriate international procedures, to resolve any problems that may arise with regard to the interpretation and application of the provisions of this Protocol.",0,N/A,N/A,1,6,N/A,"Ibid. Article 14. 4. The High Contracting Parties undertake to consult each other and to cooperate with each other bilaterally, through the SecretaryGeneral of the United Nations or through other appropriate international procedures, to resolve any problems that may arise with regard to the interpretation and application of the provisions of this Protocol."
190007,A,0,0,N/A,Conference of High Contracting Parties,"Ibid. Article 10.1. The High Contracting Parties undertake to consult and cooperate with each other on all issues related to the operation of this Protocol. For this purpose, a Conference of High Contracting Parties shall be held as agreed to by a majority, but no less than eighteen High Contracting Parties. Article 12.2. The work of the conferences of High Contracting Parties shall include.(a) review of the status and operation of this Protocol.(b) consideration of matters pertaining to national implementation of this Protocol, including national reporting or updating on an annual basis.(c) preparation for review conferences.",0,N/A,N/A,0,0,N/A,"Ibid. Article 10.1. The High Contracting Parties undertake to consult and cooperate with each other on all issues related to the operation of this Protocol. For this purpose, a Conference of High Contracting Parties shall be held as agreed to by a majority, but no less than eighteen High Contracting Parties. Article 12.2. The work of the conferences of High Contracting Parties shall include.(a) review of the status and operation of this Protocol.(b) consideration of matters pertaining to national implementation of this Protocol, including national reporting or updating on an annual basis.(c) preparation for review conferences."
190007,B,0,1,N/A,N/A,"Ibid. Article 11.2. The High Contracting Parties undertake to consult each other and to cooperate with each other bilaterally, through the SecretaryGeneral of the United Nations or through other appropriate international procedures, to resolve any problems that may arise with regard to the interpretation and application of the provisions of this Protocol.",1,N/A,N/A,1,6,N/A,"Ibid. Article 11.2. The High Contracting Parties undertake to consult each other and to cooperate with each other bilaterally, through the SecretaryGeneral of the United Nations or through other appropriate international procedures, to resolve any problems that may arise with regard to the interpretation and application of the provisions of this Protocol."
200,A,0,3,United Nations General Assembly,N/A,"ibid. Treaty. Article 18. Ten years after the entry into force of this Agreement, the question of the review of the Agreement shall be included in the provisional agenda of the General Assembly of the United Nations in order to consider, in the light of past application of the Agreement, whether it requires revision. [...] .",0,N/A,N/A,0,1,N/A,"ibid. Treaty. Article 18. Ten years after the entry into force of this Agreement, the question of the review of the Agreement shall be included in the provisional agenda of the General Assembly of the United Nations in order to consider, in the light of past application of the Agreement, whether it requires revision. [...] ."
200,B,0,3,"Partytoparty, or referred to the united nations secretarygeneral",N/A,"ibid. Treaty. Article 8. 3 […] Where such interference may occur, the States Parties concerned shall undertake consultations in accordance with article 15, paragraphs 2 and 3 of this Agreement. , Article 15. 3 If the consultations do not lead to a mutually acceptable settlement which has due regard for the rights and interests of all States Parties, the parties concerned shall take all measures to settle the dispute by other peaceful means of their choice appropriate to the circumstances and the nature of the dispute. If difficulties arise in connexion with the opening of consultations or if consultations do not lead to a mutually acceptable settlement, any State Party may seek the assistance of the SecretaryGeneral, without seeking the consent of any other State Party concerned, in order to resolve the controversy. A State Party which does not maintain diplomatic relations with another State Party concerned shall participate in such consultations, at its choice, either itself or through another State Party or the SecretaryGeneral as intermediary. .",1,United Nations Secretary-general,"ibid. Treaty. Article 8. 3 […] Where such interference may occur, the States Parties concerned shall undertake consultations in accordance with article 15, paragraphs 2 and 3 of this Agreement. , Article 15. 3 If the consultations do not lead to a mutually acceptable settlement which has due regard for the rights and interests of all States Parties, the parties concerned shall take all measures to settle the dispute by other peaceful means of their choice appropriate to the circumstances and the nature of the dispute. If difficulties arise in connexion with the opening of consultations or if consultations do not lead to a mutually acceptable settlement, any State Party may seek the assistance of the SecretaryGeneral, without seeking the consent of any other State Party concerned, in order to resolve the controversy. A State Party which does not maintain diplomatic relations with another State Party concerned shall participate in such consultations, at its choice, either itself or through another State Party or the SecretaryGeneral as intermediary. .",1,6,N/A,"ibid. Treaty. Article 8. 3 […] Where such interference may occur, the States Parties concerned shall undertake consultations in accordance with article 15, paragraphs 2 and 3 of this Agreement. , Article 15. 3 If the consultations do not lead to a mutually acceptable settlement which has due regard for the rights and interests of all States Parties, the parties concerned shall take all measures to settle the dispute by other peaceful means of their choice appropriate to the circumstances and the nature of the dispute. If difficulties arise in connexion with the opening of consultations or if consultations do not lead to a mutually acceptable settlement, any State Party may seek the assistance of the SecretaryGeneral, without seeking the consent of any other State Party concerned, in order to resolve the controversy. A State Party which does not maintain diplomatic relations with another State Party concerned shall participate in such consultations, at its choice, either itself or through another State Party or the SecretaryGeneral as intermediary. ."
200,C,0,1,N/A,N/A,Ibid. Treaty. Article 15. 2 A State Party which has reason to believe that another State Party is not fulfilling the obligations incumbent upon it pursuant to this Agreement or that another State Party is interfering with the rights which the former State has under this Agreement may request consultations with that State Party. A State Party receiving such a request shall enter into such consultations without delay. ,0,N/A,N/A,1,8,N/A,Ibid. Treaty. Article 15. 2 A State Party which has reason to believe that another State Party is not fulfilling the obligations incumbent upon it pursuant to this Agreement or that another State Party is interfering with the rights which the former State has under this Agreement may request consultations with that State Party. A State Party receiving such a request shall enter into such consultations without delay. 
200,D,0,0,N/A,The Conference of Parties,"ibid. Treaty. Article 18. [...] However, at any time after the Agreement has been in force for five years, the SecretaryGeneral of the United Nations, as depository, shall, at the request of one third of the States Parties to the Agreement and with the concurrence of the majority of the States Parties, convene a conference of the States Parties to review this Agreement. A review conference shall also consider the question of the implementation of the provisions of article 11, paragraph 5, on the basis of the principle referred to in paragraph 1 of that article and taking into account in particular any relevant technological developments. .",0,N/A,N/A,0,2,N/A,"ibid. Treaty. Article 18. [...] However, at any time after the Agreement has been in force for five years, the SecretaryGeneral of the United Nations, as depository, shall, at the request of one third of the States Parties to the Agreement and with the concurrence of the majority of the States Parties, convene a conference of the States Parties to review this Agreement. A review conference shall also consider the question of the implementation of the provisions of article 11, paragraph 5, on the basis of the principle referred to in paragraph 1 of that article and taking into account in particular any relevant technological developments. ."
210,A,0,0,N/A,Meeting of the Consultative Committee,"Ibid. Article 10. Without prejudice to the conduct of consultations among Parties by other means, the Director, at the request of any Party, shall convene a meeting of the Consultative Committee established by Annex 3 for consultation and cooperation on any matter arising in relation to this Treaty or for reviewing its operation.",0,N/A,N/A,0,0,N/A,"Ibid. Article 10. Without prejudice to the conduct of consultations among Parties by other means, the Director, at the request of any Party, shall convene a meeting of the Consultative Committee established by Annex 3 for consultation and cooperation on any matter arising in relation to this Treaty or for reviewing its operation."
210,B,0,0,N/A,Meeting of the Consultative Committee,Ibid. Article 11. The Consultative Committee shall consider proposals for amendment of the provisions of this Treaty proposed by any Party and circulated by the Director to all Parties not less than three months prior to the convening of the Consultative Committee for this purpose. Any proposal agreed upon by consensus by the Consultative Committee shall be communicated to the Director who shall circulate it for acceptance to all Parties. An amendment shall enter into force thirty days after receipt by the depositary of acceptances from all Parties.,0,N/A,N/A,0,2,N/A,Ibid. Article 11. The Consultative Committee shall consider proposals for amendment of the provisions of this Treaty proposed by any Party and circulated by the Director to all Parties not less than three months prior to the convening of the Consultative Committee for this purpose. Any proposal agreed upon by consensus by the Consultative Committee shall be communicated to the Director who shall circulate it for acceptance to all Parties. An amendment shall enter into force thirty days after receipt by the depositary of acceptances from all Parties.
210,C,0,0,N/A,Meeting of the Consultative Committee,"Ibid. Article 2. If the matter is not so resolved, the complainant Party may bring the complaint to the Director with a request that the Consultative Committee be convened to consider it. Complaints shall be supported by an account of evidence of breach of obligations known to the complainant Party. Upon receipt of a complaint the Director shall convene the Consultative Committee as quickly as possible to consider it. Annex. Article 3. The Consultative Committee, taking account of efforts made under paragraph 1, shall afford the Party complained of a reasonable opportunity to provide it with an explanation of the matter.",0,N/A,N/A,1,8,N/A,"Ibid. Article 2. If the matter is not so resolved, the complainant Party may bring the complaint to the Director with a request that the Consultative Committee be convened to consider it. Complaints shall be supported by an account of evidence of breach of obligations known to the complainant Party. Upon receipt of a complaint the Director shall convene the Consultative Committee as quickly as possible to consider it. Annex. Article 3. The Consultative Committee, taking account of efforts made under paragraph 1, shall afford the Party complained of a reasonable opportunity to provide it with an explanation of the matter."
210,D,0,0,N/A,Meeting of the South Pacific Forum,"Annex. Article 9. If the Consultative Committee has decided that the Party complained of is in breach of its obligations under this Treaty, or that the above provisions have not been complied with, or at any time at the request of either the complainant or complained of Party, the Parties shall meet promptly at a meeting of the South Pacific Forum.",0,N/A,N/A,1,8,N/A,"Annex. Article 9. If the Consultative Committee has decided that the Party complained of is in breach of its obligations under this Treaty, or that the above provisions have not been complied with, or at any time at the request of either the complainant or complained of Party, the Parties shall meet promptly at a meeting of the South Pacific Forum."
230,A,0,0,N/A,NRCC Representative Meeting,Ibid. Article 5. hold regular meetings between representatives of the Nuclear Risk Reduction Centers at least once each year to consider matters related to the functioning of such Centers.,0,N/A,N/A,0,0,N/A,Ibid. Article 5. hold regular meetings between representatives of the Nuclear Risk Reduction Centers at least once each year to consider matters related to the functioning of such Centers.
240,A,0,0,N/A,Special Verification Commission,"The Parties agree that, if either Party so requests, they shall meet within the framework of the Special Verification Commission.‘Treaty between the United States of America and the Union of Soviet Socialist Republics on the Elimination of Their IntermediateRange and ShorterRange Missiles’, December 1987. Article XIII, Paragprah 1 https.//www.acq.osd.mil/asda/ssipm/sdc/tc/inf/INFtext.html.",0,N/A,N/A,0,0,N/A,"The Parties agree that, if either Party so requests, they shall meet within the framework of the Special Verification Commission.‘Treaty between the United States of America and the Union of Soviet Socialist Republics on the Elimination of Their IntermediateRange and ShorterRange Missiles’, December 1987. Article XIII, Paragprah 1 https.//www.acq.osd.mil/asda/ssipm/sdc/tc/inf/INFtext.html."
250,A,0,1,N/A,N/A,"Ibid. Article IV. The Parties undertake to hold consultations, as mutually agreed, to consider questions relating to implementation of the provisions of this Agreement, as well as to discuss possible amendments thereto aimed at furthering the implementation of the objectives of this Agreement. Amendments shall enter into force in accordance with procedures to be agreed upon.",0,N/A,N/A,0,0,N/A,"Ibid. Article IV. The Parties undertake to hold consultations, as mutually agreed, to consider questions relating to implementation of the provisions of this Agreement, as well as to discuss possible amendments thereto aimed at furthering the implementation of the objectives of this Agreement. Amendments shall enter into force in accordance with procedures to be agreed upon."
250,B,0,1,N/A,N/A,"Ibid. Article IV. The Parties undertake to hold consultations, as mutually agreed, to consider questions relating to implementation of the provisions of this Agreement, as well as to discuss possible amendments thereto aimed at furthering the implementation of the objectives of this Agreement. Amendments shall enter into force in accordance with procedures to be agreed upon.",0,N/A,N/A,0,2,N/A,"Ibid. Article IV. The Parties undertake to hold consultations, as mutually agreed, to consider questions relating to implementation of the provisions of this Agreement, as well as to discuss possible amendments thereto aimed at furthering the implementation of the objectives of this Agreement. Amendments shall enter into force in accordance with procedures to be agreed upon."
264,A,0,1,N/A,N/A,Article III,0,N/A,N/A,0,0,N/A,Article III. Implementation
264,B,0,1,N/A,N/A,Article III,0,N/A,N/A,0,2,N/A,Article III. Amendments
266,A,0,1,N/A,N/A,Article IX,0,N/A,N/A,0,4,N/A,Consideration of complience and possible improvements. Article IX (1).
270,A,0,0,N/A,Conference of the States Parties,"Ibid. Aricle XXI. 1. Fortysix months after entry into force of this Treaty, and at fiveyear intervals thereafter, the Depositary shall convene a conference of the States Parties to conduct a review of the operation of this Treaty.",0,N/A,N/A,0,1,N/A,"Ibid. Aricle XXI. 1. Fortysix months after entry into force of this Treaty, and at fiveyear intervals thereafter, the Depositary shall convene a conference of the States Parties to conduct a review of the operation of this Treaty."
270,B,0,0,N/A,Extraordinary Conference of the States Parties,"Ibid. Article XXI.2. The Depositary shall convene an extraordinary conference of the States Parties, if requested to do so by any State Party which considers that exceptional circumstances relating to this Treaty have arisen",0,N/A,N/A,0,5,N/A,"Ibid. Article XXI.2. The Depositary shall convene an extraordinary conference of the States Parties, if requested to do so by any State Party which considers that exceptional circumstances relating to this Treaty have arisen"
270,C,0,0,N/A,Joint Consultative Group,"Ibid. Article XVI.2.I. Within the framework of the Joint Consultative Group, the States Parties shall. (I) consider matters of dispute arising out of the implementation of this Treaty.",0,N/A,N/A,1,8,N/A,"Ibid. Article XVI.2.I. Within the framework of the Joint Consultative Group, the States Parties shall. (I) consider matters of dispute arising out of the implementation of this Treaty."
270,D,0,0,N/A,Joint Consultative Group,"Ibid. Article XVI.2.I. Within the framework of the Joint Consultative Group, the States Parties shall. (B) seek to resolve ambiguities and differences of interpretation that may become apparent in the way this Treaty is implemented.",0,N/A,N/A,1,7,N/A,"Ibid. Article XVI.2.I. Within the framework of the Joint Consultative Group, the States Parties shall. (B) seek to resolve ambiguities and differences of interpretation that may become apparent in the way this Treaty is implemented."
270,E,0,0,N/A,Conference of the States Parties,"Ibid. Article XXI.4. In the event that a State Party gives notice of its decision to withdraw from this Treaty pursuant to Article XIX, the Depositary shall convene a conference of the States Parties which shall open no later than 21 days after receipt of the notice of withdrawal in order to consider questions relating to the withdrawal from this Treaty.",0,N/A,N/A,1,9,Withdrawal consultation,"Ibid. Article XXI.4. In the event that a State Party gives notice of its decision to withdraw from this Treaty pursuant to Article XIX, the Depositary shall convene a conference of the States Parties which shall open no later than 21 days after receipt of the notice of withdrawal in order to consider questions relating to the withdrawal from this Treaty."
270,F,0,0,N/A,Conference of the States Parties,"Ibid. Article XXI.3. The Depositary shall convene a conference of the States Parties to consider an amendment proposed pursuant to Article XX, if requested to do so by three or more States Parties. Such a conference shall open no later than 21 days after receipt of the necessary requests.",0,N/A,N/A,1,2,N/A,"Ibid. Article XXI.3. The Depositary shall convene a conference of the States Parties to consider an amendment proposed pursuant to Article XX, if requested to do so by three or more States Parties. Such a conference shall open no later than 21 days after receipt of the necessary requests."
270,E,0,0,N/A,Joint Consultative Group,"Ibid. Article XVI.2.I. Within the framework of the Joint Consultative Group, the States Parties shall. (I) consider matters of dispute arising out of the implementation of this Treaty.",0,N/A,N/A,1,8,N/A,"Ibid. Article XVI.2.I. Within the framework of the Joint Consultative Group, the States Parties shall. (I) consider matters of dispute arising out of the implementation of this Treaty."
270001,A,0,0,N/A,Conference of the States Parties,"Ibid. Article 19.1. Fortysix months after entry into force of this Treaty, and at fiveyear intervals thereafter, the Depositary shall convene a conference of the States Parties to conduct a review of the operation of this Treaty, to include, inter alia, a review of the operation and the levels of national ceilings, territorial ceilings and territorial subceilings, and related commitments, together with other Treaty elements, taking into account the need to ensure that the security of no State Party is diminished.",0,N/A,N/A,0,1,N/A,"Ibid. Article 19.1. Fortysix months after entry into force of this Treaty, and at fiveyear intervals thereafter, the Depositary shall convene a conference of the States Parties to conduct a review of the operation of this Treaty, to include, inter alia, a review of the operation and the levels of national ceilings, territorial ceilings and territorial subceilings, and related commitments, together with other Treaty elements, taking into account the need to ensure that the security of no State Party is diminished."
270001,B,0,0,N/A,Extraordinary Conference of States Parties,Ibid. Article 19.2. The Depositary shall convene an extraordinary conference of the States Parties if requested to do so by any State Party which considers that exceptional circumstances relating to this Treaty have arisen. ,0,N/A,N/A,1,5,N/A,Ibid. Article 19.2. The Depositary shall convene an extraordinary conference of the States Parties if requested to do so by any State Party which considers that exceptional circumstances relating to this Treaty have arisen. 
270001,C,0,0,N/A,Conference of the States Parties,"Ibid. Article 16.2.N. Within the framework of the Joint Consultative Group, the States Parties shall.(N) Consider matters of dispute arising out of the implementation of this Treaty.",0,N/A,N/A,1,8,N/A,"Ibid. Article 16.2.N. Within the framework of the Joint Consultative Group, the States Parties shall.(N) Consider matters of dispute arising out of the implementation of this Treaty."
270001,D,0,0,N/A,Joint Consultative Group,"Ibid. Article 16.2.B. Within the framework of the Joint Consultative Group, the States Parties shall. (B) Seek to resolve ambiguities and differences of interpretation that may become apparent in the way this Treaty is implemented.",0,N/A,N/A,1,7,N/A,"Ibid. Article 16.2.B. Within the framework of the Joint Consultative Group, the States Parties shall. (B) Seek to resolve ambiguities and differences of interpretation that may become apparent in the way this Treaty is implemented."
